start_station_name,cluster,lat,lng,total_count
Lincoln Ave & Belle Plaine Ave,2,41.95600372401676,-87.68016330446646,4848
Lincoln Ave & Byron St,2,41.95237210877163,-87.67729462608875,4484
Lincoln Ave & Dickens Ave,2,41.920121224327914,-87.64160707141477,3262
Lincoln Ave & Diversey Pkwy,2,41.93222364783914,-87.65861997754807,10025
Lincoln Ave & Fullerton Ave,2,41.92416213264519,-87.64637891098067,15854
Lincoln Ave & Melrose St,2,41.94059959466077,-87.66943770174497,9777
Lincoln Ave & Montana St,0,41.926572720450295,-87.65060125983712,2505
Lincoln Ave & Peterson Ave,2,41.99026635899551,-87.70856996995359,668
Lincoln Ave & Roscoe St,2,41.94334992445875,-87.67066869199866,1486
Lincoln Ave & Roscoe St*,2,41.943350010053656,-87.6706695218901,7105
